-1.786593210780024865e+00,-1.214681132245915979e-01,8.975416747511767435e-01,1.036440003077387706e+00,1.056744527435104830e+00,1.630217057129941249e+00
-1.686389466641039059e+00,-9.149797346786817664e-01,1.553472340989502654e-01,1.019403848264598178e+00,1.601557529349385778e+00,1.337136220934572184e-01
-2.245327713865983288e+00,-1.107156566478425308e+00,3.338708876792031988e-01,1.373601429701062138e+00,1.969576396351751413e+00,4.976485087835119114e-01
-7.542702001197907347e-01,6.850465919406764637e-02,6.380757824544478485e-01,6.082115399657432864e-01,2.331250232613880091e-01,1.040764630580420125e+00
-2.097845788707758174e+00,-9.786445572360864542e-01,2.563524435954394609e-01,1.157691444149447024e+00,1.833810451689928289e+00,5.128699545943895544e-01
-1.512181931594697382e+00,1.220525227037868310e-01,9.760914004298568702e-01,9.108802818084400510e-01,8.081661904505212934e-01,1.750007094285374043e+00
-1.429333894707294217e+00,-5.101276724388962291e-01,2.931396463899291205e-01,7.482347981650516733e-01,1.135830363942396115e+00,4.451903946398114709e-01
-1.396861645052091427e+00,-5.208552375268290513e-01,4.248317825441624840e-01,1.066715824288742009e+00,1.088026141462544505e+00,8.678630841774755966e-01
-9.664538175036487822e-01,7.284366488952408181e-02,9.444288558669025058e-01,8.582119954742336576e-01,3.823907674684339231e-01,1.639692939306726771e+00
-7.956433947459059519e-01,-8.701186415539727270e-02,6.829705596059030270e-01,7.759590477697291266e-01,1.844830328084979265e-01,1.187217822970211056e+00
-2.090129535405810923e+00,-7.679921483585068209e-01,6.770378927540305902e-01,1.576171203583043745e+00,1.431454398673619011e+00,1.281686922731513967e+00
-2.081914912259065886e+00,-4.162424781188828748e-01,7.110919279347291955e-01,1.126537554654973405e+00,1.597888138496727173e+00,1.339235914811901518e+00
-1.426504019106165089e+00,-6.387093308373116285e-01,2.552372805332826511e-01,8.303961933231116532e-01,1.212206153033343004e+00,5.188423421843764149e-01
-1.518254530761351084e+00,-1.341887927186145024e-01,8.982495038244152630e-01,1.026826849419769871e+00,7.371139610237986695e-01,1.604107321003901410e+00
-1.787828668316332470e+00,-1.618883297636046492e-01,9.195510233378424436e-01,1.043901447943794913e+00,9.486982377561793411e-01,1.598736289557632029e+00
-2.160656911705499894e+00,-4.118548983598592228e-01,6.565971930341535368e-01,1.180913658307007896e+00,1.523347444459752342e+00,1.281303206775536774e+00
-1.456701421254968931e+00,-2.874338255119433805e-02,8.672404844659713508e-01,1.014733769563761934e+00,7.598768615635191903e-01,1.594760129761113587e+00
-1.039167697305491522e+00,1.495902318939777431e-01,8.847962129269832943e-01,7.407672952992937487e-01,3.482082094592791610e-01,1.519219178066160358e+00
-9.868296501413054145e-01,-7.851719734076642032e-01,1.747285599778986703e-02,8.182648626688386884e-01,1.013216336840180087e+00,1.382622083369066668e-01
-1.363535464619547000e+00,8.942151664726241678e-02,8.424612019460212542e-01,8.520174718002629932e-01,7.536335549028694292e-01,1.472381597173647583e+00
-1.732034430548524684e+00,-4.716299300955915097e-01,9.417293434019928799e-01,1.349989631490335018e+00,1.058761686902879084e+00,1.585273115510614783e+00
-2.130317021405867539e+00,-4.655554693768506058e-01,5.217350318383577878e-01,1.222403806891525502e+00,1.642593257624336722e+00,1.133795729424173393e+00
-1.552634072202064841e+00,-3.604702746238487299e-01,4.192235830310200861e-01,9.210110183089583735e-01,1.136168315004099538e+00,8.878239764878157469e-01
-1.812340431296854515e+00,-4.912497985298777126e-01,4.414704045335356986e-01,1.015326135290804954e+00,1.438695772780461457e+00,8.585415394890564267e-01
-8.442271194612613883e-01,-1.330855879316091561e-01,4.870741646847030482e-01,5.446724096389978786e-01,4.828172752805106605e-01,9.313319720408674840e-01
-1.938238398576270338e+00,-5.994970595049373685e-01,6.958193784955373218e-01,1.487151688683234108e+00,1.353004808061403441e+00,1.240035626065749241e+00
-1.206305738735052646e+00,-3.447024348661246185e-01,7.527883223428053494e-01,1.199442480239450770e+00,5.563522033485327478e-01,1.438393183537486797e+00
-1.978843881496339163e+00,-2.614942052974131848e-01,7.147201730213955662e-01,1.063095088432818969e+00,1.359754330035723102e+00,1.357517991569338278e+00
-2.026823065605037666e+00,-9.815254493170184613e-01,1.930241979276196285e-01,1.153210401270602814e+00,1.779269599513427336e+00,4.515111027551413914e-01
-2.657461689083345568e+00,-7.229073620355576102e-01,1.017600882366976212e+00,1.654668010688368884e+00,1.774932300121366158e+00,1.723149152112036120e+00
-1.971939125334531084e+00,-4.643744378114661453e-01,9.250126619190082167e-01,1.488172957885547820e+00,1.125835474192923735e+00,1.683351031586263424e+00
-1.428711462814097999e+00,-6.051994940791602939e-01,1.647274750310408764e-01,5.394463330890776342e-01,1.350798467265910574e+00,2.465402569345493122e-01
-2.414985797036993898e+00,-8.692577296931053299e-01,6.386747210593031188e-01,1.514443365890222770e+00,1.858813838710096533e+00,1.233086766528249445e+00
-2.055714443144456727e+00,-7.140955867788759681e-01,9.036396710569994939e-01,1.482725624462703395e+00,1.315468739539355170e+00,1.517609202256336109e+00
-3.772796171860972603e-01,1.879200053051557351e-01,4.415593925715988188e-01,4.557769602509444962e-01,-1.785351541183461538e-02,9.451264639168009962e-01
-6.184670002777905573e-01,-3.603784356263756150e-01,1.946515972458415233e-01,6.846118580475066828e-01,4.900257243980110644e-01,2.346763283415409518e-01
-1.521415448878401300e+00,-2.875445971225375486e-01,4.674059163636850589e-01,8.360912631414102458e-01,1.129493304738485193e+00,9.234648023731483191e-01
-2.058338064276732826e+00,-8.817427426894820508e-01,2.857263982150841097e-01,1.370774834321921931e+00,1.974947422470055836e+00,5.486012796762329558e-01
-1.568504469804432366e+00,-4.855627804232656164e-01,6.914495366108879271e-01,1.232222982422256141e+00,1.044009685393045617e+00,1.324203752066013040e+00
-1.469552490710636539e+00,-2.973319459734769521e-01,1.042182923536084216e+00,1.305816383726617458e+00,7.072736775317867153e-01,1.769335062344608467e+00
-1.345848309607079463e+00,-3.681122923173877903e-01,9.262547732066188644e-01,1.256439773430992002e+00,5.564296789421169231e-01,1.626984485394811886e+00
-1.327631571452917880e+00,-1.864881951766647061e-01,5.641018089133928992e-01,9.543203685800593083e-01,7.356514060704205660e-01,1.083982651129882679e+00
